price;city;region;district;metro;address;area;floor;max_floor;rooms;url
12 628 000 ₽;Санкт-Петербург;р-н Московский;Московская застава;м. Московские ворота;Московский проспект, 115В;33,4;5;10;1;https://spb.cian.ru/sale/flat/326244604/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
21 925 348 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Легенда Васильевского ЖК;58,66;4;10;2;https://spb.cian.ru/sale/flat/326399985/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
23 070 000 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;Северный Ветер ЖК;58,05;6;7;1;https://spb.cian.ru/sale/flat/324493696/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
13 603 123 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Легенда Васильевского ЖК, к1;30,43;5;10;Студия;https://spb.cian.ru/sale/flat/326400115/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
50 394 746 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;68,34;5;8;2;https://spb.cian.ru/sale/flat/323514071/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
14 026 003 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Легенда Васильевского ЖК, к2;30,08;8;10;Студия;https://spb.cian.ru/sale/flat/326399384/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
25 896 535 ₽;Санкт-Петербург;р-н Центральный;Смольнинское;м. Площадь Александра Невского;Кирилловская улица, 11;38,85;9;10;1;https://spb.cian.ru/sale/flat/305677032/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
154 910 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Крестовский остров;улица Эсперова, 8;154,91;4;6;2;https://spb.cian.ru/sale/flat/323946396/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
18 730 509 ₽;Санкт-Петербург;р-н Кронштадтский;мкр. Кронштадт;дорога Цитадельская;;56,15;3;4;2;https://spb.cian.ru/sale/flat/318128945/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
21 552 327 ₽;Санкт-Петербург;р-н Кронштадтский;мкр. Кронштадт;дорога Цитадельская;;73,6;2;4;2;https://spb.cian.ru/sale/flat/314345337/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
19 861 070 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;;40,93;4;9;Студия;https://spb.cian.ru/sale/flat/325558756/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
30 442 500 ₽;Санкт-Петербург;р-н Курортный;мкр. Зеленогорск;;;67,65;2;4;2;https://spb.cian.ru/sale/flat/305426950/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
50 394 746 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;68,34;5;8;2;https://spb.cian.ru/sale/flat/323514071/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
39 019 038 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;;87,09;1;9;2;https://spb.cian.ru/sale/flat/325558703/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
21 000 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;25,57;6;8;Студия;https://spb.cian.ru/sale/flat/326566729/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
185 361 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Крестовский остров;улица Эсперова, 8;168,51;3;6;3;https://spb.cian.ru/sale/flat/323946310/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
22 862 502 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;42,96;5;11;1;https://spb.cian.ru/sale/flat/326300670/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
12 628 000 ₽;Санкт-Петербург;р-н Московский;Московская застава;м. Московские ворота;Московский проспект, 115В;33,4;5;10;1;https://spb.cian.ru/sale/flat/326244604/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
18 871 850 ₽;Санкт-Петербург;р-н Курортный;мкр. Зеленогорск;;;37,37;3;4;1;https://spb.cian.ru/sale/flat/311782732/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
50 337 932 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;79,98;3;9;2;https://spb.cian.ru/sale/flat/323514098/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
13 271 000 ₽;Санкт-Петербург;р-н Московский;Московская застава;м. Московские ворота;Московский проспект, 115В;35,1;5;10;1;https://spb.cian.ru/sale/flat/326244612/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
1 071 064 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Крестовский остров;улица Эсперова, 8;465,68;6;6;3;https://spb.cian.ru/sale/flat/323946386/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
402 621 500 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Крестовский остров;улица Эсперова, 8;277,67;3;6;3;https://spb.cian.ru/sale/flat/323946307/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
78 698 382 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;112,91;4;9;3;https://spb.cian.ru/sale/flat/323514164/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
297 260 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Крестовский остров;улица Эсперова, 8;148,63;6;6;1;https://spb.cian.ru/sale/flat/323946402/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
35 990 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;44,41;8;9;1;https://spb.cian.ru/sale/flat/326485533/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
12 183 000 ₽;Санкт-Петербург;р-н Московский;Московская застава;м. Московские ворота;Московский проспект, 115В;30,2;6;10;1;https://spb.cian.ru/sale/flat/325565477/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
112 982 997 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;110,68;6;8;3;https://spb.cian.ru/sale/flat/323514059/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
25 190 400 ₽;Санкт-Петербург;р-н Курортный;мкр. Зеленогорск;;;52,48;4;4;2;https://spb.cian.ru/sale/flat/314286185/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
36 276 561 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;48,13;3;9;1;https://spb.cian.ru/sale/flat/323514169/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
20 216 175 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;35,4;6;11;1;https://spb.cian.ru/sale/flat/326300668/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
29 220 654 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;70,62;2;11;3;https://spb.cian.ru/sale/flat/325667552/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
59 890 000 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;Северный Ветер ЖК;172,33;7;8;4;https://spb.cian.ru/sale/flat/324679567/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
19 478 850 ₽;Санкт-Петербург;р-н Курортный;мкр. Зеленогорск;Кривоносовская улица;57;41,89;2;4;1;https://spb.cian.ru/sale/flat/323196500/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
39 019 038 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;;87,09;1;9;2;https://spb.cian.ru/sale/flat/325558703/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
20 738 261 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Горный институт;Новая Земля ЖК;57,52;10;16;2;https://spb.cian.ru/sale/flat/324101435/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
35 606 463 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Легенда Васильевского ЖК;103,27;4;10;3;https://spb.cian.ru/sale/flat/326400041/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 867 976 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Горный институт;Новая Земля ЖК;20,79;7;16;Студия;https://spb.cian.ru/sale/flat/323563194/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
27 680 000 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;Северный Ветер ЖК;78,29;7;16;3;https://spb.cian.ru/sale/flat/326828773/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
17 175 432 ₽;Санкт-Петербург;р-н Фрунзенский;Волковское;м. Обводный канал;Курская улица, 27;40,1;2;10;1;https://spb.cian.ru/sale/flat/319861326/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
37 340 461 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;48,94;3;9;1;https://spb.cian.ru/sale/flat/323514081/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
14 467 114 ₽;Санкт-Петербург;р-н Московский;Звёздное;м. Звездная;Московское шоссе, 13ВА;39,69;4;17;1;https://spb.cian.ru/sale/flat/322620844/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
21 328 074 ₽;Санкт-Петербург;р-н Кронштадтский;мкр. Кронштадт;дорога Цитадельская;;89,56;2;4;3;https://spb.cian.ru/sale/flat/314345234/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
14 088 911 ₽;Санкт-Петербург;р-н Фрунзенский;Волковское;м. Обводный канал;Курская улица, 27;29,53;7;10;Студия;https://spb.cian.ru/sale/flat/319861073/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
25 683 250 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Василеостровская;17 линия ЖК;57,96;10;10;2;https://spb.cian.ru/sale/flat/323387804/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
33 688 476 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Территория Петроградская сторона, ЛДМ ЖК;50,3;7;8;1;https://spb.cian.ru/sale/flat/326503821/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
30 566 400 ₽;Санкт-Петербург;р-н Курортный;мкр. Зеленогорск;;;63,68;4;4;2;https://spb.cian.ru/sale/flat/314286189/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
118 825 590 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Территория Петроградская сторона, ЛДМ ЖК;141,2;3;9;4;https://spb.cian.ru/sale/flat/326503889/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
19 781 658 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;Легенда Васильевского ЖК, к3;41,85;2;10;1;https://spb.cian.ru/sale/flat/326399272/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
26 374 605 ₽;Санкт-Петербург;р-н Московский;Звёздное;м. Звездная;Московское шоссе, 13ВА;71,17;6;17;2;https://spb.cian.ru/sale/flat/322620856/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
19 768 939 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;34,39;6;11;1;https://spb.cian.ru/sale/flat/326300667/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
70 136 812 ₽;Санкт-Петербург;р-н Адмиралтейский;Коломна;м. Садовая;набережная Реки Пряжки;102,7;7;9;3;https://spb.cian.ru/sale/flat/324442303/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
20 216 175 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;35,4;6;11;1;https://spb.cian.ru/sale/flat/326300668/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
21 787 344 ₽;Санкт-Петербург;р-н Калининский;Финляндский;м. Лесная;Полюстрово тер., Б15 жилой квартал;63,93;9;17;2;https://spb.cian.ru/sale/flat/319859704/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
